IMAGE_NAME,CLASSES,DEVICE,DATA_TYPE
IMG_0146_jpg.rf.4494d1e7ae51dc896e5f5558f32080cb.jpg,"['Vetki', 'Chitol']",Iphone XS Max,TRAIN
IMG_0147_jpg.rf.e3518ae5878b75a402a2d79175b2b2a2.jpg,['Chitol'],Iphone XS Max,TRAIN
IMG_0148_jpg.rf.caeb00fd57ba9adc36eab7644a1d5c33.jpg,['Chitol'],Iphone XS Max,TRAIN
IMG_0151_jpg.rf.186160a3ea94dd6145801f9128f17d7e.jpg,['Chitol'],Iphone XS Max,TRAIN
IMG_0153_jpg.rf.82e0c8140aea767d211024f2d800b316.jpg,['Chitol'],Iphone XS Max,TRAIN
IMG_0154_jpg.rf.8920ca1a0b7e3e0b2b3fd79999c41f0b.jpg,['Chitol'],Iphone XS Max,TRAIN
IMG_0156_jpg.rf.36d11b80f06592b312e421a747adad27.jpg,['Chitol'],Iphone XS Max,TRAIN
IMG_0158_jpg.rf.bad11c52a76acfa689229b5e5829ddca.jpg,['Chitol'],Iphone XS Max,TRAIN
IMG_0159_jpg.rf.e1e0ead4ab2e34b025b9d87abf013ffa.jpg,['Chitol'],Iphone XS Max,TRAIN
IMG_0161_jpg.rf.492bee3acedea87caedec269ed9424bd.jpg,['Chitol'],Iphone XS Max,TRAIN
IMG_0162_jpg.rf.98352e16750553b472e4999b68596b9a.jpg,['Chitol'],Iphone XS Max,TRAIN
IMG_20241208_154959_jpg.rf.7ecc1c41d5837de4e202962c6a5066cf.jpg,['Pangas'],Pixel 6a,TRAIN
IMG_20241208_155009_jpg.rf.f05100ab668f20ac2dd7077bbf5a4947.jpg,['Pangas'],Redmi Note 12,TRAIN
IMG_20241208_155024_jpg.rf.d39b9af96bbb203aca595cd2a32061bf.jpg,['Pangas'],Redmi Note 12,TRAIN
IMG_20241208_155027_jpg.rf.809628920530361063f33a7d6636c94f.jpg,['Pangas'],Pixel 6a,TRAIN
IMG_20241219_174051_jpg.rf.9264eef135ef835edac330f66a2dea99.jpg,"['Mrigel', 'Mrigel', 'Mrigel']",Redmi Note 12,TRAIN
IMG_20241219_174058_jpg.rf.92d824eeac05eb3222426c934c8e6abe.jpg,"['Pangas', 'Pangas', 'Pangas']",Redmi Note 12,TRAIN
IMG_20241219_174119_jpg.rf.e5a8f3f9fd41649558aaa42cf3bb9503.jpg,['Pangas'],Redmi Note 12,TRAIN
IMG_20241219_174122_jpg.rf.af25d56a8b03827c15bd7e8057201820.jpg,['Pangas'],Redmi Note 12,TRAIN
IMG_20241219_174419_jpg.rf.706bc1f8b276ed0ac670061ea831c750.jpg,['Sorputi'],Redmi Note 12,TRAIN
IMG_20241219_174426_jpg.rf.d7e99bd8df05779b8b0e61c1f4407f58.jpg,['Sorputi'],Redmi Note 12,TRAIN
IMG_20241219_174431_jpg.rf.83ade64f4f22d800b16f2337c3d5099f.jpg,['Sorputi'],Redmi Note 12,TRAIN
IMG_20241219_174435_jpg.rf.4648bb70e1595f9db7955b8a34a39a58.jpg,['Sorputi'],Redmi Note 12,TRAIN
IMG_20241219_174443_jpg.rf.7e094444ce5e35600a613b9ed758a81f.jpg,['Sorputi'],Redmi Note 12,TRAIN
IMG_20241219_174451_jpg.rf.7cb5a478674e055cdb1643def9da5e6a.jpg,['Sorputi'],Redmi Note 12,TRAIN
IMG_20241219_174501_jpg.rf.54148c143fde27378bdc66be0b631673.jpg,['Sorputi'],Redmi Note 12,TRAIN
IMG_20241219_174706_jpg.rf.4bb8aaff7aa722ab685f10be733f7873.jpg,['Telapia'],Redmi Note 12,TRAIN
IMG_20241219_174732_jpg.rf.a5c4d01446a98188f9cdb3fd7121ae04.jpg,['Pabda'],Redmi Note 12,TRAIN
IMG_20241219_174854_jpg.rf.bcc78f750a83b8fe8d7d8926386cb91f.jpg,"['Bele', 'Bele']",Redmi Note 12,TRAIN
IMG_20241219_174940_jpg.rf.3a0afedf297107bad0a6f356da4ed4d4.jpg,['Pangas'],Redmi Note 12,TRAIN
IMG_20241219_175032_jpg.rf.124f0c163152824ba3eed205ac981447.jpg,['Ilish'],Redmi Note 12,TRAIN
IMG_20241219_175036_jpg.rf.f19873c9a5dc347c4db0e5b19b219106.jpg,['Ilish'],Redmi Note 12,TRAIN
IMG_20241219_175041_jpg.rf.663e40b9c2287282fd5ac4410f27f5ed.jpg,['Ilish'],Redmi Note 12,TRAIN
IMG_20241219_175048_jpg.rf.c79413001daf1e4cad38613f28711610.jpg,['Rui'],Redmi Note 12,TRAIN
IMG_20241219_175050_jpg.rf.bace51ce4b4808e8897d4a15c4bb350e.jpg,['Rui'],Redmi Note 12,TRAIN
IMG_20241219_175105_jpg.rf.742b4baa2d6162afb6a514ee91b05632.jpg,['Pangas'],Redmi Note 12,TRAIN
IMG_20241219_175108_jpg.rf.88f03576076f919511426e062fb5feeb.jpg,['Pangas'],Redmi Note 12,TRAIN
IMG_20241219_175112_jpg.rf.f8c41d064b8f1c2f6efd6f840eac51d2.jpg,['Pangas'],Redmi Note 12,TRAIN
IMG_20241219_175115_jpg.rf.732bddbdce8d175a4634c539c4f34ecc.jpg,"['Pangas', 'Pangas']",Redmi Note 12,TRAIN
IMG_20241219_175118_jpg.rf.8d787ae9dccb23a01717d859bd54ee06.jpg,"['Pangas', 'Pangas']",Redmi Note 12,TRAIN
IMG_20241219_175123_jpg.rf.9d263a2ff9444e1c2ff4e5743979d97d.jpg,['Pangas'],Redmi Note 12,TRAIN
IMG_20241219_175155_jpg.rf.683934df55c42f3251f5b0957b644126.jpg,"['Bele', 'Bele', 'Bele', 'Bele']",Redmi Note 12,TRAIN
IMG_20241219_175157_jpg.rf.b1833d462d8307d9e204ebd4d154bada.jpg,"['Bele', 'Bele']",Redmi Note 12,TRAIN
IMG_20241219_175206_jpg.rf.51fd08ff2c51029a839e28692a4770a7.jpg,['Chapila'],Redmi Note 12,TRAIN
IMG_20241219_175214_jpg.rf.6e3d58efa2ed0c41e7ee0234232a24d3.jpg,['Chapila'],Pixel 6a,TRAIN
IMG_20241219_175348_jpg.rf.e07e78f1bafa69fb9d29ec7c94f64902.jpg,['Chapila'],Redmi Note 12,TRAIN
IMG_20241219_175353_jpg.rf.48f3e95685f8e27f2ed9eae904501f7c.jpg,['Chapila'],Redmi Note 12,TRAIN
IMG_20241219_175413_jpg.rf.8dabefa6e38fccaacadffa4a146e7775.jpg,"['Rui', 'Rui']",Pixel 6a,TRAIN
IMG_20241220_133952_jpg.rf.d70b379808f9c130d16894c91125e3b1.jpg,['Koi'],Redmi Note 12,TRAIN
IMG_20241220_134012_jpg.rf.40adf6ebd8c835364bc0aa6f24bc8175.jpg,['Koi'],Redmi Note 12,TRAIN
IMG_20241220_153325_jpg.rf.88cad0f5fedbb959da8b802ba3089b5b.jpg,['Koi'],Pixel 6a,TRAIN
IMG_20241220_153330_jpg.rf.65f8baa98b9106a8cc9b47bc7c6a2423.jpg,['Koi'],Redmi Note 12,TRAIN
IMG_20241220_153357_jpg.rf.93b80b08a22cdf29eb7de0f961eb7618.jpg,['Koi'],Redmi Note 12,TRAIN
IMG_20241220_154925_jpg.rf.7ee3c90d89d2de8252649e66ec2523e4.jpg,['Koi'],Redmi Note 12,TRAIN
IMG_20241220_154950_jpg.rf.c668c310e744d2ea2b4395746246c843.jpg,['Koi'],Pixel 6a,TRAIN
IMG_20241220_155001_jpg.rf.35a14e2c9ce59c75f30819d39aa177bb.jpg,['Koi'],Redmi Note 12,TRAIN
IMG_20241220_155135_jpg.rf.bce887fc765bc8a1e4250b44b7cb885d.jpg,['Koi'],Redmi Note 12,TRAIN
IMG_20241220_155317_jpg.rf.1aa9a16654a1f72937cbebde597e4ad8.jpg,['Koi'],Redmi Note 12,TRAIN
IMG_20241220_161600_jpg.rf.4a495f724ae801a98b83d714f4c5f1d5.jpg,['Koi'],Redmi Note 12,TRAIN
IMG_20241220_171845_jpg.rf.a9a49ebddab1bd147f44f99dd040abd9.jpg,"['Koi', 'Koi', 'Koi']",Redmi Note 12,TRAIN
IMG_20241220_171928_jpg.rf.29a51a713375a8d7a8c662e2f84e0895.jpg,['Koi'],Pixel 6a,TRAIN
IMG_20241220_171938_jpg.rf.97528c1fd5345d2e62044247ece26255.jpg,"['Koi', 'Koi']",Redmi Note 12,TRAIN
IMG_20241220_171952_jpg.rf.95eb78d0df7dccfc71c7442a4c9e3361.jpg,['Koi'],Redmi Note 12,TRAIN
IMG_20241220_172007_jpg.rf.31061396242922bd914a7383a1fd9054.jpg,"['Koi', 'Koi']",Redmi Note 12,TRAIN
IMG_20241220_172015_jpg.rf.3841b1de0280c33fad82ede4c15b9abf.jpg,['Koi'],Redmi Note 12,TRAIN
IMG_20241220_172025_jpg.rf.ced0e2a99c116007a8dbaf5fd73ab754.jpg,['Koi'],Pixel 6a,TRAIN
IMG_20241220_172051_jpg.rf.31acf0d90f74275415205f9059ad462e.jpg,['Koi'],Redmi Note 12,TRAIN
IMG_20241220_172152_jpg.rf.9d1c68265f8d433faf83e5b4172e0384.jpg,['Koi'],Redmi Note 12,TRAIN
IMG_20241220_172156_jpg.rf.4b0ffaa8fcbf3fb0ea11eaa7aa74e080.jpg,['Koi'],Redmi Note 12,TRAIN
IMG_20241220_172158_jpg.rf.eca21db9262222660d63e66bce79521d.jpg,['Koi'],Redmi Note 12,TRAIN
IMG_20241220_172220_jpg.rf.271b249df1afdcc75a32696eb29380d9.jpg,['Koi'],Redmi Note 12,TRAIN
IMG_20241220_172223_jpg.rf.c5971c797e738ab20cb33181625c651c.jpg,['Koi'],Redmi Note 12,TRAIN
IMG_20241221_115838_jpg.rf.6b9ef27d2d0793649536d0671fb0f823.jpg,['Shing'],Redmi Note 12,TRAIN
IMG_20241221_115855_jpg.rf.ecfc4f6695787f0125b599bca0b29860.jpg,['Shing'],Redmi Note 12,TRAIN
IMG_20241222_124100_jpg.rf.b0a45bbac8c21c2c579fee00086f4818.jpg,['Shing'],Redmi Note 12,TRAIN
IMG_20241223_104340_jpg.rf.ae5437d1aec814e17062544ba747d208.jpg,['Chapila'],Redmi Note 12,TRAIN
IMG_20241223_104403_jpg.rf.c75e894418c6e076a76bb2c4f074f2bc.jpg,['Chapila'],Redmi Note 12,TRAIN
IMG_20241223_104434_jpg.rf.6d4d7231d123f1c4499a3a1dd433de88.jpg,['Chapila'],Redmi Note 12,TRAIN
IMG_20241223_104518_jpg.rf.20fca7f4da1445ef0fe39a660614b232.jpg,"['Chapila', 'Chapila', 'Chapila']",Redmi Note 12,TRAIN
IMG_20241223_104520_jpg.rf.aee910b6864322df07073ffc30ae6043.jpg,"['Chapila', 'Chapila', 'Chapila']",Pixel 6a,TRAIN
IMG_20241223_104544_jpg.rf.37fac31986fa562dedd382d9a4bf1793.jpg,['Chapila'],Redmi Note 12,TRAIN
IMG_20241223_145106_jpg.rf.023afa54343a2db086c4842874543e80.jpg,"['Chapila', 'Chapila', 'Chapila', 'Chapila', 'Chapila', 'Chapila', 'Chapila']",Redmi Note 12,TRAIN
IMG_20241223_153039_jpg.rf.0f35f6fc4c01db2ff55c50c1abfdd935.jpg,['Chapila'],Redmi Note 12,TRAIN
IMG_20241223_153052_jpg.rf.1b4a43bad1ea84216267b58b4775f22b.jpg,['Chapila'],Redmi Note 12,TRAIN
IMG_20241223_154325_jpg.rf.96f85d295dd0f41eeea5f57718401d01.jpg,['Chapila'],Redmi Note 12,TRAIN
IMG_20241223_154330_jpg.rf.d4b7d2c5d283fd1983920618efcd81a6.jpg,['Chapila'],Pixel 6a,TRAIN
IMG_20241223_154336_jpg.rf.6ff77834f8e7930e1ee4c112d409b539.jpg,['Chapila'],Pixel 6a,TRAIN
IMG_20241223_154342_jpg.rf.4dadeff64a959f17c772c8bd3ddf3dcc.jpg,['Chapila'],Redmi Note 12,TRAIN
IMG_20241223_154413_jpg.rf.b79c1f196543faeba358466f27d86141.jpg,['Chapila'],Redmi Note 12,TRAIN
IMG_20241223_154658_jpg.rf.377756b155dcb83c7c5a2b9a2b15b49f.jpg,['Chapila'],Redmi Note 12,TRAIN
IMG_20241223_154711_jpg.rf.7cbe3b0ee326524f13e386605ace0db1.jpg,['Chapila'],Pixel 6a,TRAIN
IMG_20241223_154715_jpg.rf.6d3dc1417a33cc49ff2acaf6be713db6.jpg,['Chapila'],Redmi Note 12,TRAIN
IMG_20241223_154721_jpg.rf.feba9e780d211561f22285f07cfcef1f.jpg,['Chapila'],Redmi Note 12,TRAIN
IMG_20241223_154726_jpg.rf.2b814152af44ef25e395de4feec8acef.jpg,['Chapila'],Redmi Note 12,TRAIN
IMG_20241223_154730_jpg.rf.8fd1bb726b75b6680b1845badcf9a2d2.jpg,['Chapila'],Redmi Note 12,TRAIN
IMG_20241223_155040_jpg.rf.48db919c9cfd3421ccbd6a35dacc9e68.jpg,['Chapila'],Redmi Note 12,TRAIN
IMG_20241223_155053_jpg.rf.aa70101dd0d1e81dfde48d9d858a87fc.jpg,['Chapila'],Redmi Note 12,TRAIN
IMG_20241224_094458_jpg.rf.2a3d5ca7b4366506984cfbe246c56c0b.jpg,"['Koi', 'Koi']",Redmi Note 12,TRAIN
IMG_20241224_094501_jpg.rf.0c20b6b38136ef4ed1199b183ffc2584.jpg,['Koi'],Redmi Note 12,TRAIN
IMG_20241224_094601_jpg.rf.72cac207a4f40542461f86a1b0ab068f.jpg,['Veda'],Redmi Note 12,TRAIN
IMG_20241224_094609_jpg.rf.8c0f1d19232883d974510f09e67fc3de.jpg,['Veda'],Redmi Note 12,TRAIN
IMG_20241224_094624_jpg.rf.6fc2e7bb9ddd82a21fb3a2f2e50678d2.jpg,"['Ilish', 'Ilish']",Pixel 6a,TRAIN
IMG_20241224_094634_jpg.rf.e9d0cc4a00aa9e5065eae00652473d8a.jpg,['Rupchada'],Redmi Note 12,TRAIN
IMG_20241224_094640_jpg.rf.617c9355556b8f47c09f8ccb5f682064.jpg,['Rupchada'],Redmi Note 12,TRAIN
IMG_20241224_094816_jpg.rf.18f8fd34f79c15e0a7514dbf13c5805e.jpg,['Ilish'],Pixel 6a,TRAIN
IMG_20241224_094830_jpg.rf.5870c0fd34e2ab9c54c2357e4235dcd2.jpg,['Ilish'],Redmi Note 12,TRAIN
IMG_20241224_095539_jpg.rf.21e19b2233a237062c9ec086b6b0281f.jpg,['Telapia'],Redmi Note 12,TRAIN
IMG_20241224_095550_jpg.rf.06462e120073c096cfe3ef230aa7b045.jpg,['Telapia'],Redmi Note 12,TRAIN
IMG_20241224_095725_jpg.rf.30102742582516eeefdb4719ce86c123.jpg,['Magur'],Redmi Note 12,TRAIN
IMG_20241224_095731_jpg.rf.5239e4f2f2df97e2f72567d410cc6810.jpg,['Magur'],Redmi Note 12,TRAIN
IMG_20241224_095736_jpg.rf.7e41a9f3a82dd4db5ad98c98ded3b9b9.jpg,['Magur'],Redmi Note 12,TRAIN
IMG_20241224_095739_jpg.rf.aecde3463322b1f50997ef5f4115468c.jpg,['Magur'],Redmi Note 12,TRAIN
IMG_20241224_100434_jpg.rf.42778b54d899168ff9efe60d9386aa91.jpg,['Chitol'],Redmi Note 12,TRAIN
IMG_20241224_100437_jpg.rf.135d251388c3f2a49faefc7f4071c3b6.jpg,['Chitol'],Redmi Note 12,TRAIN
IMG_20241224_100441_jpg.rf.bf8d5984ad6558667845dda85fcf652c.jpg,['Chitol'],Redmi Note 12,TRAIN
IMG_20241224_100452_jpg.rf.e67c221d368525e77a8cb66b66e17f13.jpg,['Chitol'],Redmi Note 12,TRAIN
IMG_20241224_100459_jpg.rf.3d21a4644ea4a04aba06cb700f358e80.jpg,['Chitol'],Redmi Note 12,TRAIN
IMG_20241224_100547_jpg.rf.8d95aa1e6856fdff709bc535655ce492.jpg,['Pangas'],Redmi Note 12,TRAIN
IMG_20241224_100550_jpg.rf.6cb7b342102dbf154b57d957dd843237.jpg,['Pangas'],Redmi Note 12,TRAIN
IMG_20241224_100604_jpg.rf.58081b35d9dd7ba062e7e3f8ec96bf92.jpg,['Pangas'],Redmi Note 12,TRAIN
IMG_20241224_100607_jpg.rf.296093bba778dc85cadb8ede84cbdf87.jpg,['Pangas'],Redmi Note 12,TRAIN
IMG_20241224_100649_jpg.rf.91d2c5971d271eeb7ac0540b39e01242.jpg,['Rui'],Redmi Note 12,TRAIN
IMG_20241224_100658_jpg.rf.e2ea18e5e239848af6637998a154089f.jpg,['Rui'],Pixel 6a,TRAIN
IMG_20241224_100801_jpg.rf.5e0399089a13a516cc5700ca1be68cdc.jpg,['Katol'],Pixel 6a,TRAIN
IMG_20241224_100940_jpg.rf.11d129c23b3dc30b95d0e374d7e149b2.jpg,['Chitol'],Redmi Note 12,TRAIN
IMG_20241224_100943_jpg.rf.cf31367ba377131026a2d0d772e65981.jpg,['Chitol'],Redmi Note 12,TRAIN
IMG_20241224_100947_jpg.rf.3b3a79421e9675a33aab0942d7f06bd8.jpg,['Chitol'],Redmi Note 12,TRAIN
IMG_20241224_100950_jpg.rf.f457ab44865d7f27b5eca05f9248d4cd.jpg,['Chitol'],Redmi Note 12,TRAIN
IMG_20241224_100956_jpg.rf.8234e89274fbbc3fcde6eee22b2f3af7.jpg,['Chitol'],Redmi Note 12,TRAIN
IMG_20241224_101109_jpg.rf.5ade61b63eb1a763a98a2bff1246bbc5.jpg,['Sorputi'],Redmi Note 12,TRAIN
IMG_20241224_101118_jpg.rf.203b19546a392dca28d6e25c25c89969.jpg,['Telapia'],Redmi Note 12,TRAIN
IMG_20241224_101122_jpg.rf.72393ae77a48efb5cc5c7bb80ebfed4e.jpg,['Telapia'],Redmi Note 12,TRAIN
IMG_20241224_101143_jpg.rf.d5fab56d9d52736c26b804424931a28e.jpg,['Veda'],Redmi Note 12,TRAIN
IMG_20241224_101203_jpg.rf.85a88b32b8c9d4c4ff838b570075371a.jpg,['Veda'],Redmi Note 12,TRAIN
IMG_20241224_101217_jpg.rf.919db762926ca934f5522a1d9078ff57.jpg,['Veda'],Pixel 6a,TRAIN
IMG_20241224_101317_jpg.rf.4b50ea8d844864da72d34bad0bc22128.jpg,['Foli'],Pixel 6a,TRAIN
IMG_20241224_101326_jpg.rf.4a97eed9eb8ecb4c4e3015126090bc0d.jpg,['Foli'],Redmi Note 12,TRAIN
IMG_20241224_101345_jpg.rf.1e85cecff150873ed106f59dfdbfef68.jpg,['Chitol'],Redmi Note 12,TRAIN
IMG_20241224_101400_jpg.rf.a80bf3dbeb9fb94d663bfc1ca2c066ee.jpg,['Chitol'],Redmi Note 12,TRAIN
IMG_20241224_101402_jpg.rf.8e133b9a5cf917a89b0b38c707d3199b.jpg,['Chitol'],Redmi Note 12,TRAIN
IMG_20241224_101427_jpg.rf.639cf7c16c1bafdd77994d89dfb74945.jpg,"['Koi', 'Koi']",Pixel 6a,TRAIN
IMG_20241224_101437_jpg.rf.e6bc99d8933c9065460d2445b3ce8e18.jpg,['Koi'],Redmi Note 12,TRAIN
IMG_20241224_101610_jpg.rf.f1ddba88a820e995b7a37093044f731f.jpg,['Chitol'],Redmi Note 12,TRAIN
IMG_20241224_101621_jpg.rf.f79e4d1553c0c009f4c6057e3cef55ec.jpg,['Chitol'],Pixel 6a,TRAIN
IMG_20241224_101624_jpg.rf.c2b1a1a699413a69d0e83768639e799b.jpg,['Chitol'],Redmi Note 12,TRAIN
IMG_20241224_101635_jpg.rf.a4b45327aabd44436651512f773ce730.jpg,"['Chitol', 'Chitol']",Pixel 6a,TRAIN
IMG_20241224_101642_jpg.rf.5bb8aeec7d67a0f9441c4c75d5a31938.jpg,['Chitol'],Redmi Note 12,TRAIN
IMG_20241224_101645_jpg.rf.3ffd74fa3896bf7a3cf02de4777f14bf.jpg,['Chitol'],Redmi Note 12,TRAIN
IMG_20241224_102152_jpg.rf.816972c89b96a5b95d2e90f4e2c328eb.jpg,"['Koi', 'Koi', 'Koi']",Pixel 6a,TRAIN
IMG_20241224_102227_jpg.rf.53d3dfa7aa2508d8693a722058617df2.jpg,['Koi'],Pixel 6a,TRAIN
IMG_20241224_102233_jpg.rf.93e8c9ce3fc3c693850c96ad93eab25c.jpg,['Koi'],Redmi Note 12,TRAIN
IMG_20241224_102255_jpg.rf.c297a2fbf975ba977101a850d02ba18a.jpg,['Koi'],Redmi Note 12,TRAIN
IMG_20241224_102322_jpg.rf.9e2b95ed7e7668a404f9068f04fd63c1.jpg,['Rupchada'],Redmi Note 12,TRAIN
IMG_20241224_102324_jpg.rf.e98035df116c9c4212d4192c375e1924.jpg,['Rupchada'],Redmi Note 12,TRAIN
IMG_20241224_102414_jpg.rf.44677037fa0660a97497ad2da078b7ff.jpg,['Kalbaus'],Redmi Note 12,TRAIN
IMG_20241224_102416_jpg.rf.2659b6d627e14c29ba85c94135cada32.jpg,['Kalbaus'],Redmi Note 12,TRAIN
IMG_20241224_102419_jpg.rf.68112f0025e42ef3890f52fbb8f449be.jpg,['Pangas'],Redmi Note 12,TRAIN
IMG_20241224_102436_jpg.rf.a6798e2b4abba1236ff9b3d4362faa83.jpg,['Katol'],Redmi Note 12,TRAIN
IMG_20241224_102748_jpg.rf.13414c92044d3d6c3604726bd28b1bba.jpg,['Foli'],Pixel 6a,TRAIN
IMG_20241224_102751_jpg.rf.603c69d33cb564a99c12d2cb07efc882.jpg,['Foli'],Pixel 6a,TRAIN
IMG_20241224_102757_jpg.rf.d8fe9bfb4044bd5b551ebeeefa3f548b.jpg,['Foli'],Pixel 6a,TRAIN
IMG_20241224_102800_jpg.rf.a35b84fcf03417008028fe1b73842d37.jpg,['Foli'],Pixel 6a,TRAIN
IMG_20241224_102803_jpg.rf.80ef69a044b8ddfc3bb77ab4ea13df7f.jpg,['Foli'],Pixel 6a,TRAIN
IMG_20241224_102920_jpg.rf.b6ae1de84011d9c505ee2fa48fe539c1.jpg,['Rupchada'],Redmi Note 12,TRAIN
IMG_20241224_102922_jpg.rf.be414e14a811071edf0a59403e16f329.jpg,['Rupchada'],Redmi Note 12,TRAIN
IMG_20241224_102927_jpg.rf.2c055d6b82400a96d830d5556b8b87fd.jpg,['Rupchada'],Pixel 6a,TRAIN
IMG_20241224_102929_jpg.rf.a7cf8a8cb10eb62b37775507843577e6.jpg,['Rupchada'],Redmi Note 12,TRAIN
IMG_20241224_102936_jpg.rf.2bc7d05137816008fef805bdef63a790.jpg,['Rupchada'],Pixel 6a,TRAIN
IMG_20241224_102939_jpg.rf.7ea1228ecd084448b34bfbce76372d52.jpg,['Rupchada'],Redmi Note 12,TRAIN
IMG_20241224_102942_jpg.rf.925b60f7163386057616eed5d177f5dd.jpg,['Rupchada'],Pixel 6a,TRAIN
IMG_20241224_102944_jpg.rf.816d427a7e645040d666993524f39f78.jpg,['Rupchada'],Redmi Note 12,TRAIN
IMG_20241224_102947_jpg.rf.83364bd83715e0ecd8b04e37cd3689fb.jpg,['Rupchada'],Redmi Note 12,TRAIN
IMG_20241224_102950_jpg.rf.f43d5b400518c75dcc94f4df25edf3c1.jpg,['Rupchada'],Redmi Note 12,TRAIN
IMG_20241224_112343_jpg.rf.4c0f3cdd777af2839fe5243e1ce9d7e7.jpg,['Chanda'],Redmi Note 12,TRAIN
IMG_20241224_112402_jpg.rf.2dfd78cf0050d2c715f1e08cce503341.jpg,['Chanda'],Redmi Note 12,TRAIN
IMG_20241224_112546_jpg.rf.c9e7f6bf3889cb079a6d8be15c01be05.jpg,['Chanda'],Redmi Note 12,TRAIN
IMG_20241224_112838_jpg.rf.bf669efa5bff79b8a377053717e5bb4c.jpg,['Chanda'],Pixel 6a,TRAIN
IMG_20241224_112926_jpg.rf.0b4c26ca7efe886e09ceaa36d9575aa1.jpg,['Chanda'],Redmi Note 12,TRAIN
IMG_20241224_113006_jpg.rf.4a10b5290d8f38a05ff36b781dc5093e.jpg,['Chanda'],Redmi Note 12,TRAIN
IMG_20241224_113029_jpg.rf.00d45681739d59a46fb5c04c4ad84025.jpg,['Chanda'],Pixel 6a,TRAIN
IMG_20241224_113035_jpg.rf.0436a1d4a99134c7f5dbdc6867574c66.jpg,['Chanda'],Redmi Note 12,TRAIN
IMG_20241224_113038_jpg.rf.73289bdc500bea96e7c507831cdce99a.jpg,['Chanda'],Redmi Note 12,TRAIN
IMG_20241224_113055_jpg.rf.d5726ff7e98d5fe1cf227e8cf67319cd.jpg,['Chanda'],Redmi Note 12,TRAIN
IMG_20241224_115127_jpg.rf.f4d14716d83951f66813e756d5f05556.jpg,['Mola'],Redmi Note 12,TRAIN
IMG_20241224_115141_jpg.rf.c8bb04a86068c8304e74035b9e7a2c2a.jpg,['Mola'],Redmi Note 12,TRAIN
IMG_20241224_115228_jpg.rf.dbe1648572d4d346929f43653022a1ee.jpg,['Mola'],Redmi Note 12,TRAIN
IMG_20241224_115231_jpg.rf.542038a1e5132c4b1c707e0497406443.jpg,['Mola'],Redmi Note 12,TRAIN
IMG_20241224_115233_jpg.rf.79a8dad2f4c28f6a6aafcbcd7046db9b.jpg,['Mola'],Redmi Note 12,TRAIN
IMG_20241224_115240_jpg.rf.be0cc999c20ffc7e731219eb5afb70e5.jpg,['Mola'],Redmi Note 12,TRAIN
IMG_20241224_115242_jpg.rf.bca745301677d18c98a266b0b382d3ec.jpg,['Mola'],Redmi Note 12,TRAIN
IMG_20241224_115244_jpg.rf.b4a5c646f97abf87f9ba00c1952fe220.jpg,['Mola'],Redmi Note 12,TRAIN
IMG_20241224_115248_jpg.rf.0981636812efe2f1b2445c003d1172da.jpg,['Mola'],Redmi Note 12,TRAIN
